object_type,schema_name,object_name,grantee,privilege_type,is_grantable
column,public,catches.bait_used,anon,UPDATE,NO
column,public,catches.bait_used,authenticated,INSERT,NO
column,public,catches.bait_used,authenticated,UPDATE,NO
column,public,catches.caught_at,anon,INSERT,NO
column,public,catches.caught_at,anon,UPDATE,NO
column,public,catches.caught_at,authenticated,INSERT,NO
column,public,catches.caught_at,authenticated,UPDATE,NO
column,public,catches.conditions,anon,INSERT,NO
column,public,catches.conditions,anon,UPDATE,NO
column,public,catches.conditions,authenticated,INSERT,NO
column,public,catches.conditions,authenticated,UPDATE,NO
column,public,catches.created_at,anon,INSERT,NO
column,public,catches.created_at,anon,UPDATE,NO
column,public,catches.created_at,authenticated,INSERT,NO
column,public,catches.created_at,authenticated,UPDATE,NO
column,public,catches.custom_species,anon,INSERT,NO
column,public,catches.custom_species,anon,UPDATE,NO
column,public,catches.custom_species,authenticated,INSERT,NO
column,public,catches.custom_species,authenticated,UPDATE,NO
column,public,catches.deleted_at,anon,INSERT,NO
column,public,catches.deleted_at,anon,UPDATE,NO
column,public,catches.deleted_at,authenticated,INSERT,NO
column,public,catches.deleted_at,authenticated,UPDATE,NO
column,public,catches.description,anon,INSERT,NO
column,public,catches.description,anon,UPDATE,NO
column,public,catches.description,authenticated,INSERT,NO
column,public,catches.description,authenticated,UPDATE,NO
column,public,catches.equipment_used,anon,INSERT,NO
column,public,catches.equipment_used,anon,UPDATE,NO
column,public,catches.equipment_used,authenticated,INSERT,NO
column,public,catches.equipment_used,authenticated,UPDATE,NO
column,public,catches.gallery_photos,anon,INSERT,NO
column,public,catches.gallery_photos,anon,UPDATE,NO
column,public,catches.gallery_photos,authenticated,INSERT,NO
column,public,catches.gallery_photos,authenticated,UPDATE,NO
column,public,catches.hide_exact_spot,anon,INSERT,NO
column,public,catches.hide_exact_spot,anon,UPDATE,NO
column,public,catches.hide_exact_spot,authenticated,INSERT,NO
column,public,catches.hide_exact_spot,authenticated,UPDATE,NO
column,public,catches.id,anon,INSERT,NO
column,public,catches.id,anon,UPDATE,NO
column,public,catches.id,authenticated,INSERT,NO
column,public,catches.id,authenticated,UPDATE,NO
column,public,catches.image_url,anon,INSERT,NO
column,public,catches.image_url,anon,UPDATE,NO
column,public,catches.image_url,authenticated,INSERT,NO
column,public,catches.image_url,authenticated,UPDATE,NO
column,public,catches.length,anon,INSERT,NO
column,public,catches.length,anon,UPDATE,NO
column,public,catches.length,authenticated,INSERT,NO
column,public,catches.length,authenticated,UPDATE,NO
column,public,catches.length_unit,anon,INSERT,NO
column,public,catches.length_unit,anon,UPDATE,NO
column,public,catches.length_unit,authenticated,INSERT,NO
column,public,catches.length_unit,authenticated,UPDATE,NO
column,public,catches.location,anon,INSERT,NO
column,public,catches.location,anon,UPDATE,NO
column,public,catches.location,authenticated,INSERT,NO
column,public,catches.location,authenticated,UPDATE,NO
column,public,catches.location_label,anon,INSERT,NO
column,public,catches.location_label,anon,UPDATE,NO
column,public,catches.location_label,authenticated,INSERT,NO
column,public,catches.location_label,authenticated,UPDATE,NO
column,public,catches.method,anon,INSERT,NO
column,public,catches.method,anon,UPDATE,NO
column,public,catches.method,authenticated,INSERT,NO
column,public,catches.method,authenticated,UPDATE,NO
column,public,catches.method_tag,anon,INSERT,NO
column,public,catches.method_tag,anon,UPDATE,NO
column,public,catches.method_tag,authenticated,INSERT,NO
column,public,catches.method_tag,authenticated,UPDATE,NO
column,public,catches.peg_or_swim,anon,INSERT,NO
column,public,catches.peg_or_swim,anon,UPDATE,NO
column,public,catches.peg_or_swim,authenticated,INSERT,NO
column,public,catches.peg_or_swim,authenticated,UPDATE,NO
column,public,catches.session_id,anon,INSERT,NO
column,public,catches.session_id,anon,UPDATE,NO
column,public,catches.session_id,authenticated,INSERT,NO
column,public,catches.session_id,authenticated,UPDATE,NO
column,public,catches.species,anon,INSERT,NO
column,public,catches.species,anon,UPDATE,NO
column,public,catches.species,authenticated,INSERT,NO
column,public,catches.species,authenticated,UPDATE,NO
column,public,catches.species_slug,anon,INSERT,NO
column,public,catches.species_slug,anon,UPDATE,NO
column,public,catches.species_slug,authenticated,INSERT,NO
column,public,catches.species_slug,authenticated,UPDATE,NO
column,public,catches.tags,anon,INSERT,NO
column,public,catches.tags,anon,UPDATE,NO
column,public,catches.tags,authenticated,INSERT,NO
column,public,catches.tags,authenticated,UPDATE,NO
column,public,catches.time_of_day,anon,INSERT,NO
column,public,catches.time_of_day,anon,UPDATE,NO
column,public,catches.time_of_day,authenticated,INSERT,NO
column,public,catches.time_of_day,authenticated,UPDATE,NO
column,public,catches.title,anon,INSERT,NO
column,public,catches.title,anon,UPDATE,NO
column,public,catches.title,authenticated,INSERT,NO
column,public,catches.title,authenticated,UPDATE,NO
column,public,catches.updated_at,anon,INSERT,NO
column,public,catches.updated_at,anon,UPDATE,NO
column,public,catches.updated_at,authenticated,INSERT,NO
column,public,catches.updated_at,authenticated,UPDATE,NO
column,public,catches.user_id,anon,INSERT,NO
column,public,catches.user_id,anon,UPDATE,NO
column,public,catches.user_id,authenticated,INSERT,NO
column,public,catches.user_id,authenticated,UPDATE,NO
column,public,catches.venue_id,anon,INSERT,NO
column,public,catches.venue_id,anon,UPDATE,NO
column,public,catches.venue_id,authenticated,INSERT,NO
column,public,catches.venue_id,authenticated,UPDATE,NO
column,public,catches.video_url,anon,INSERT,NO
column,public,catches.video_url,anon,UPDATE,NO
column,public,catches.video_url,authenticated,INSERT,NO
column,public,catches.video_url,authenticated,UPDATE,NO
column,public,catches.visibility,anon,INSERT,NO
column,public,catches.visibility,anon,UPDATE,NO
column,public,catches.visibility,authenticated,INSERT,NO
column,public,catches.visibility,authenticated,UPDATE,NO
column,public,catches.water_type,anon,INSERT,NO
column,public,catches.water_type,anon,UPDATE,NO
column,public,catches.water_type,authenticated,INSERT,NO
column,public,catches.water_type,authenticated,UPDATE,NO
column,public,catches.water_type_code,anon,INSERT,NO
column,public,catches.water_type_code,anon,UPDATE,NO
column,public,catches.water_type_code,authenticated,INSERT,NO
column,public,catches.water_type_code,authenticated,UPDATE,NO
column,public,catches.weight,anon,INSERT,NO
column,public,catches.weight,anon,UPDATE,NO
column,public,catches.weight,authenticated,INSERT,NO
column,public,catches.weight,authenticated,UPDATE,NO
column,public,catches.weight_unit,anon,INSERT,NO
column,public,catches.weight_unit,anon,UPDATE,NO
column,public,catches.weight_unit,authenticated,INSERT,NO
column,public,catches.weight_unit,authenticated,UPDATE,NO
column,public,leaderboard_scores_detailed.avg_rating,anon,INSERT,NO
column,public,leaderboard_scores_detailed.avg_rating,anon,UPDATE,NO
column,public,leaderboard_scores_detailed.avg_rating,authenticated,INSERT,NO
column,public,leaderboard_scores_detailed.avg_rating,authenticated,UPDATE,NO
column,public,leaderboard_scores_detailed.caught_at,anon,INSERT,NO
column,public,leaderboard_scores_detailed.caught_at,anon,UPDATE,NO
column,public,leaderboard_scores_detailed.caught_at,authenticated,INSERT,NO
column,public,leaderboard_scores_detailed.caught_at,authenticated,UPDATE,NO
column,public,leaderboard_scores_detailed.conditions,anon,INSERT,NO
column,public,leaderboard_scores_detailed.conditions,anon,UPDATE,NO
column,public,leaderboard_scores_detailed.conditions,authenticated,INSERT,NO
column,public,leaderboard_scores_detailed.conditions,authenticated,UPDATE,NO
column,public,leaderboard_scores_detailed.created_at,anon,INSERT,NO
column,public,leaderboard_scores_detailed.created_at,anon,UPDATE,NO
column,public,leaderboard_scores_detailed.created_at,authenticated,INSERT,NO
column,public,leaderboard_scores_detailed.created_at,authenticated,UPDATE,NO
column,public,leaderboard_scores_detailed.description,anon,INSERT,NO
column,public,leaderboard_scores_detailed.description,anon,UPDATE,NO
column,public,leaderboard_scores_detailed.description,authenticated,INSERT,NO
column,public,leaderboard_scores_detailed.description,authenticated,UPDATE,NO
column,public,leaderboard_scores_detailed.gallery_photos,anon,INSERT,NO
column,public,leaderboard_scores_detailed.gallery_photos,anon,UPDATE,NO
column,public,leaderboard_scores_detailed.gallery_photos,authenticated,INSERT,NO
column,public,leaderboard_scores_detailed.gallery_photos,authenticated,UPDATE,NO
column,public,leaderboard_scores_detailed.id,anon,INSERT,NO
column,public,leaderboard_scores_detailed.id,anon,UPDATE,NO
column,public,leaderboard_scores_detailed.id,authenticated,INSERT,NO
column,public,leaderboard_scores_detailed.id,authenticated,UPDATE,NO
column,public,leaderboard_scores_detailed.image_url,anon,INSERT,NO
column,public,leaderboard_scores_detailed.image_url,anon,UPDATE,NO
column,public,leaderboard_scores_detailed.image_url,authenticated,INSERT,NO
column,public,leaderboard_scores_detailed.image_url,authenticated,UPDATE,NO
column,public,leaderboard_scores_detailed.is_blocked_from_viewer,anon,INSERT,NO
column,public,leaderboard_scores_detailed.is_blocked_from_viewer,anon,UPDATE,NO
column,public,leaderboard_scores_detailed.is_blocked_from_viewer,authenticated,INSERT,NO
column,public,leaderboard_scores_detailed.is_blocked_from_viewer,authenticated,UPDATE,NO
column,public,leaderboard_scores_detailed.length,anon,INSERT,NO
column,public,leaderboard_scores_detailed.length,anon,UPDATE,NO
column,public,leaderboard_scores_detailed.length,authenticated,INSERT,NO
column,public,leaderboard_scores_detailed.length,authenticated,UPDATE,NO
column,public,leaderboard_scores_detailed.length_unit,anon,INSERT,NO
column,public,leaderboard_scores_detailed.length_unit,anon,UPDATE,NO
column,public,leaderboard_scores_detailed.length_unit,authenticated,INSERT,NO
column,public,leaderboard_scores_detailed.length_unit,authenticated,UPDATE,NO
column,public,leaderboard_scores_detailed.location,anon,INSERT,NO
column,public,leaderboard_scores_detailed.location,anon,UPDATE,NO
column,public,leaderboard_scores_detailed.location,authenticated,INSERT,NO
column,public,leaderboard_scores_detailed.location,authenticated,UPDATE,NO
column,public,leaderboard_scores_detailed.location_label,anon,INSERT,NO
column,public,leaderboard_scores_detailed.location_label,anon,UPDATE,NO
column,public,leaderboard_scores_detailed.location_label,authenticated,INSERT,NO
column,public,leaderboard_scores_detailed.location_label,authenticated,UPDATE,NO
column,public,leaderboard_scores_detailed.method,anon,INSERT,NO
column,public,leaderboard_scores_detailed.method,anon,UPDATE,NO
column,public,leaderboard_scores_detailed.method,authenticated,INSERT,NO
column,public,leaderboard_scores_detailed.method,authenticated,UPDATE,NO
column,public,leaderboard_scores_detailed.method_tag,anon,INSERT,NO
column,public,leaderboard_scores_detailed.method_tag,anon,UPDATE,NO
column,public,leaderboard_scores_detailed.method_tag,authenticated,INSERT,NO
column,public,leaderboard_scores_detailed.method_tag,authenticated,UPDATE,NO
column,public,leaderboard_scores_detailed.owner_username,anon,INSERT,NO
column,public,leaderboard_scores_detailed.owner_username,anon,UPDATE,NO
column,public,leaderboard_scores_detailed.owner_username,authenticated,INSERT,NO
column,public,leaderboard_scores_detailed.owner_username,authenticated,UPDATE,NO
column,public,leaderboard_scores_detailed.rating_count,anon,INSERT,NO
column,public,leaderboard_scores_detailed.rating_count,anon,UPDATE,NO
column,public,leaderboard_scores_detailed.rating_count,authenticated,INSERT,NO
column,public,leaderboard_scores_detailed.rating_count,authenticated,UPDATE,NO
column,public,leaderboard_scores_detailed.species,anon,INSERT,NO
column,public,leaderboard_scores_detailed.species,anon,UPDATE,NO
column,public,leaderboard_scores_detailed.species,authenticated,INSERT,NO
column,public,leaderboard_scores_detailed.species,authenticated,UPDATE,NO
column,public,leaderboard_scores_detailed.species_slug,anon,INSERT,NO
column,public,leaderboard_scores_detailed.species_slug,anon,UPDATE,NO
column,public,leaderboard_scores_detailed.species_slug,authenticated,INSERT,NO
column,public,leaderboard_scores_detailed.species_slug,authenticated,UPDATE,NO
column,public,leaderboard_scores_detailed.tags,anon,INSERT,NO
column,public,leaderboard_scores_detailed.tags,anon,UPDATE,NO
column,public,leaderboard_scores_detailed.tags,authenticated,INSERT,NO
column,public,leaderboard_scores_detailed.tags,authenticated,UPDATE,NO
column,public,leaderboard_scores_detailed.title,anon,INSERT,NO
column,public,leaderboard_scores_detailed.title,anon,UPDATE,NO
column,public,leaderboard_scores_detailed.title,authenticated,INSERT,NO
column,public,leaderboard_scores_detailed.title,authenticated,UPDATE,NO
column,public,leaderboard_scores_detailed.total_score,anon,INSERT,NO
column,public,leaderboard_scores_detailed.total_score,anon,UPDATE,NO
column,public,leaderboard_scores_detailed.total_score,authenticated,INSERT,NO
column,public,leaderboard_scores_detailed.total_score,authenticated,UPDATE,NO
column,public,leaderboard_scores_detailed.user_id,anon,INSERT,NO
column,public,leaderboard_scores_detailed.user_id,anon,UPDATE,NO
column,public,leaderboard_scores_detailed.user_id,authenticated,INSERT,NO
column,public,leaderboard_scores_detailed.user_id,authenticated,UPDATE,NO
column,public,leaderboard_scores_detailed.video_url,anon,INSERT,NO
column,public,leaderboard_scores_detailed.video_url,anon,UPDATE,NO
column,public,leaderboard_scores_detailed.video_url,authenticated,INSERT,NO
column,public,leaderboard_scores_detailed.video_url,authenticated,UPDATE,NO
column,public,leaderboard_scores_detailed.water_type_code,anon,INSERT,NO
column,public,leaderboard_scores_detailed.water_type_code,anon,UPDATE,NO
column,public,leaderboard_scores_detailed.water_type_code,authenticated,INSERT,NO
column,public,leaderboard_scores_detailed.water_type_code,authenticated,UPDATE,NO
column,public,leaderboard_scores_detailed.weight,anon,INSERT,NO
column,public,leaderboard_scores_detailed.weight,anon,UPDATE,NO
column,public,leaderboard_scores_detailed.weight,authenticated,INSERT,NO
column,public,leaderboard_scores_detailed.weight,authenticated,UPDATE,NO
column,public,leaderboard_scores_detailed.weight_unit,anon,INSERT,NO
column,public,leaderboard_scores_detailed.weight_unit,anon,UPDATE,NO
column,public,leaderboard_scores_detailed.weight_unit,authenticated,INSERT,NO
column,public,leaderboard_scores_detailed.weight_unit,authenticated,UPDATE,NO
column,public,notifications.actor_id,anon,INSERT,NO
column,public,notifications.actor_id,anon,UPDATE,NO
column,public,notifications.actor_id,authenticated,INSERT,NO
column,public,notifications.actor_id,authenticated,UPDATE,NO
column,public,notifications.catch_id,anon,INSERT,NO
column,public,notifications.catch_id,anon,UPDATE,NO
column,public,notifications.catch_id,authenticated,INSERT,NO
column,public,notifications.catch_id,authenticated,UPDATE,NO
column,public,notifications.comment_id,anon,INSERT,NO
column,public,notifications.comment_id,anon,UPDATE,NO
column,public,notifications.comment_id,authenticated,INSERT,NO
column,public,notifications.comment_id,authenticated,UPDATE,NO
column,public,notifications.created_at,anon,INSERT,NO
column,public,notifications.created_at,anon,UPDATE,NO
column,public,notifications.created_at,authenticated,INSERT,NO
column,public,notifications.created_at,authenticated,UPDATE,NO
column,public,notifications.deleted_at,anon,INSERT,NO
column,public,notifications.deleted_at,anon,UPDATE,NO
column,public,notifications.deleted_at,authenticated,INSERT,NO
column,public,notifications.deleted_at,authenticated,UPDATE,NO
column,public,notifications.extra_data,anon,INSERT,NO
column,public,notifications.extra_data,anon,UPDATE,NO
column,public,notifications.extra_data,authenticated,INSERT,NO
column,public,notifications.extra_data,authenticated,UPDATE,NO
column,public,notifications.id,anon,INSERT,NO
column,public,notifications.id,anon,UPDATE,NO
column,public,notifications.id,authenticated,INSERT,NO
column,public,notifications.id,authenticated,UPDATE,NO
column,public,notifications.is_read,anon,INSERT,NO
column,public,notifications.is_read,anon,UPDATE,NO
column,public,notifications.is_read,authenticated,INSERT,NO
column,public,notifications.is_read,authenticated,UPDATE,NO
column,public,notifications.message,anon,INSERT,NO
column,public,notifications.message,anon,UPDATE,NO
column,public,notifications.message,authenticated,INSERT,NO
column,public,notifications.message,authenticated,UPDATE,NO
column,public,notifications.read_at,anon,INSERT,NO
column,public,notifications.read_at,anon,UPDATE,NO
column,public,notifications.read_at,authenticated,INSERT,NO
column,public,notifications.read_at,authenticated,UPDATE,NO
column,public,notifications.type,anon,INSERT,NO
column,public,notifications.type,anon,UPDATE,NO
column,public,notifications.type,authenticated,INSERT,NO
column,public,notifications.type,authenticated,UPDATE,NO
column,public,notifications.user_id,anon,INSERT,NO
column,public,notifications.user_id,anon,UPDATE,NO
column,public,notifications.user_id,authenticated,INSERT,NO
column,public,notifications.user_id,authenticated,UPDATE,NO
column,public,profile_blocks.blocked_id,anon,INSERT,NO
column,public,profile_blocks.blocked_id,anon,UPDATE,NO
column,public,profile_blocks.blocked_id,authenticated,INSERT,NO
column,public,profile_blocks.blocked_id,authenticated,UPDATE,NO
column,public,profile_blocks.blocker_id,anon,INSERT,NO
column,public,profile_blocks.blocker_id,anon,UPDATE,NO
column,public,profile_blocks.blocker_id,authenticated,INSERT,NO
column,public,profile_blocks.blocker_id,authenticated,UPDATE,NO
column,public,profile_blocks.created_at,anon,INSERT,NO
column,public,profile_blocks.created_at,anon,UPDATE,NO
column,public,profile_blocks.created_at,authenticated,INSERT,NO
column,public,profile_blocks.created_at,authenticated,UPDATE,NO
column,public,profile_blocks.reason,anon,INSERT,NO
column,public,profile_blocks.reason,anon,UPDATE,NO
column,public,profile_blocks.reason,authenticated,INSERT,NO
column,public,profile_blocks.reason,authenticated,UPDATE,NO
column,public,profile_follows.created_at,anon,INSERT,NO
column,public,profile_follows.created_at,anon,UPDATE,NO
column,public,profile_follows.created_at,authenticated,INSERT,NO
column,public,profile_follows.created_at,authenticated,UPDATE,NO
column,public,profile_follows.follower_id,anon,INSERT,NO
column,public,profile_follows.follower_id,anon,UPDATE,NO
column,public,profile_follows.follower_id,authenticated,INSERT,NO
column,public,profile_follows.follower_id,authenticated,UPDATE,NO
column,public,profile_follows.following_id,anon,INSERT,NO
column,public,profile_follows.following_id,anon,UPDATE,NO
column,public,profile_follows.following_id,authenticated,INSERT,NO
column,public,profile_follows.following_id,authenticated,UPDATE,NO
column,public,profile_follows.id,anon,INSERT,NO
column,public,profile_follows.id,anon,UPDATE,NO
column,public,profile_follows.id,authenticated,INSERT,NO
column,public,profile_follows.id,authenticated,UPDATE,NO
column,public,profiles.avatar_path,anon,INSERT,NO
column,public,profiles.avatar_path,anon,UPDATE,NO
column,public,profiles.avatar_path,authenticated,INSERT,NO
column,public,profiles.avatar_path,authenticated,UPDATE,NO
column,public,profiles.avatar_url,anon,INSERT,NO
column,public,profiles.avatar_url,anon,UPDATE,NO
column,public,profiles.avatar_url,authenticated,INSERT,NO
column,public,profiles.avatar_url,authenticated,UPDATE,NO
column,public,profiles.bio,anon,INSERT,NO
column,public,profiles.bio,anon,UPDATE,NO
column,public,profiles.bio,authenticated,INSERT,NO
column,public,profiles.bio,authenticated,UPDATE,NO
column,public,profiles.created_at,anon,INSERT,NO
column,public,profiles.created_at,anon,UPDATE,NO
column,public,profiles.created_at,authenticated,INSERT,NO
column,public,profiles.created_at,authenticated,UPDATE,NO
column,public,profiles.deleted_at,anon,INSERT,NO
column,public,profiles.deleted_at,anon,UPDATE,NO
column,public,profiles.deleted_at,authenticated,INSERT,NO
column,public,profiles.deleted_at,authenticated,UPDATE,NO
column,public,profiles.full_name,anon,INSERT,NO
column,public,profiles.full_name,anon,UPDATE,NO
column,public,profiles.full_name,authenticated,INSERT,NO
column,public,profiles.full_name,authenticated,UPDATE,NO
column,public,profiles.id,anon,INSERT,NO
column,public,profiles.id,anon,UPDATE,NO
column,public,profiles.id,authenticated,INSERT,NO
column,public,profiles.id,authenticated,UPDATE,NO
column,public,profiles.is_deleted,anon,INSERT,NO
column,public,profiles.is_deleted,anon,UPDATE,NO
column,public,profiles.is_deleted,authenticated,INSERT,NO
column,public,profiles.is_deleted,authenticated,UPDATE,NO
column,public,profiles.is_private,anon,INSERT,NO
column,public,profiles.is_private,anon,UPDATE,NO
column,public,profiles.is_private,authenticated,INSERT,NO
column,public,profiles.is_private,authenticated,UPDATE,NO
column,public,profiles.location,anon,INSERT,NO
column,public,profiles.location,anon,UPDATE,NO
column,public,profiles.location,authenticated,INSERT,NO
column,public,profiles.location,authenticated,UPDATE,NO
column,public,profiles.locked_for_deletion,anon,INSERT,NO
column,public,profiles.locked_for_deletion,anon,UPDATE,NO
column,public,profiles.locked_for_deletion,authenticated,INSERT,NO
column,public,profiles.locked_for_deletion,authenticated,UPDATE,NO
column,public,profiles.moderation_status,anon,INSERT,NO
column,public,profiles.moderation_status,anon,UPDATE,NO
column,public,profiles.moderation_status,authenticated,INSERT,NO
column,public,profiles.moderation_status,authenticated,UPDATE,NO
column,public,profiles.status,anon,INSERT,NO
column,public,profiles.status,anon,UPDATE,NO
column,public,profiles.status,authenticated,INSERT,NO
column,public,profiles.status,authenticated,UPDATE,NO
column,public,profiles.suspension_until,anon,INSERT,NO
column,public,profiles.suspension_until,anon,UPDATE,NO
column,public,profiles.suspension_until,authenticated,INSERT,NO
column,public,profiles.suspension_until,authenticated,UPDATE,NO
column,public,profiles.updated_at,anon,INSERT,NO
column,public,profiles.updated_at,anon,UPDATE,NO
column,public,profiles.updated_at,authenticated,INSERT,NO
column,public,profiles.updated_at,authenticated,UPDATE,NO
column,public,profiles.username,anon,INSERT,NO
column,public,profiles.username,anon,UPDATE,NO
column,public,profiles.username,authenticated,INSERT,NO
column,public,profiles.username,authenticated,UPDATE,NO
column,public,profiles.warn_count,anon,INSERT,NO
column,public,profiles.warn_count,anon,UPDATE,NO
column,public,profiles.warn_count,authenticated,INSERT,NO
column,public,profiles.warn_count,authenticated,UPDATE,NO
column,public,profiles.website,anon,INSERT,NO
column,public,profiles.website,anon,UPDATE,NO
column,public,profiles.website,authenticated,INSERT,NO
column,public,profiles.website,authenticated,UPDATE,NO
column,public,ratings.catch_id,anon,INSERT,NO
column,public,ratings.catch_id,anon,UPDATE,NO
