object_type,schema_name,object_name,grantee,privilege_type,is_grantable
column,public,catches.user_id,authenticated,UPDATE,NO
column,public,catches.venue_id,authenticated,INSERT,NO
column,public,catches.venue_id,authenticated,UPDATE,NO
column,public,catches.video_url,authenticated,INSERT,NO
column,public,catches.video_url,authenticated,UPDATE,NO
column,public,catches.visibility,authenticated,INSERT,NO
column,public,catches.visibility,authenticated,UPDATE,NO
column,public,catches.water_type,authenticated,INSERT,NO
column,public,catches.water_type,authenticated,UPDATE,NO
column,public,catches.water_type_code,authenticated,INSERT,NO
column,public,catches.water_type_code,authenticated,UPDATE,NO
column,public,catches.weight,authenticated,INSERT,NO
column,public,catches.weight,authenticated,UPDATE,NO
column,public,catches.weight_unit,authenticated,INSERT,NO
column,public,catches.weight_unit,authenticated,UPDATE,NO
column,public,leaderboard_scores_detailed.avg_rating,anon,INSERT,NO
column,public,leaderboard_scores_detailed.avg_rating,anon,UPDATE,NO
column,public,leaderboard_scores_detailed.caught_at,anon,INSERT,NO
column,public,leaderboard_scores_detailed.caught_at,anon,UPDATE,NO
column,public,leaderboard_scores_detailed.conditions,anon,INSERT,NO
column,public,leaderboard_scores_detailed.conditions,anon,UPDATE,NO
column,public,leaderboard_scores_detailed.created_at,anon,INSERT,NO
column,public,leaderboard_scores_detailed.created_at,anon,UPDATE,NO
column,public,leaderboard_scores_detailed.description,anon,INSERT,NO
column,public,leaderboard_scores_detailed.description,anon,UPDATE,NO
column,public,leaderboard_scores_detailed.gallery_photos,anon,INSERT,NO
column,public,leaderboard_scores_detailed.gallery_photos,anon,UPDATE,NO
column,public,leaderboard_scores_detailed.id,anon,INSERT,NO
column,public,leaderboard_scores_detailed.id,anon,UPDATE,NO
column,public,leaderboard_scores_detailed.image_url,anon,INSERT,NO
column,public,leaderboard_scores_detailed.image_url,anon,UPDATE,NO
column,public,leaderboard_scores_detailed.is_blocked_from_viewer,anon,INSERT,NO
column,public,leaderboard_scores_detailed.is_blocked_from_viewer,anon,UPDATE,NO
column,public,leaderboard_scores_detailed.length,anon,INSERT,NO
column,public,leaderboard_scores_detailed.length,anon,UPDATE,NO
column,public,leaderboard_scores_detailed.length_unit,anon,INSERT,NO
column,public,leaderboard_scores_detailed.length_unit,anon,UPDATE,NO
column,public,leaderboard_scores_detailed.location,anon,INSERT,NO
column,public,leaderboard_scores_detailed.location,anon,UPDATE,NO
column,public,leaderboard_scores_detailed.location_label,anon,INSERT,NO
column,public,leaderboard_scores_detailed.location_label,anon,UPDATE,NO
column,public,leaderboard_scores_detailed.method,anon,INSERT,NO
column,public,leaderboard_scores_detailed.method,anon,UPDATE,NO
column,public,leaderboard_scores_detailed.method_tag,anon,INSERT,NO
column,public,leaderboard_scores_detailed.method_tag,anon,UPDATE,NO
column,public,leaderboard_scores_detailed.owner_username,anon,INSERT,NO
column,public,leaderboard_scores_detailed.owner_username,anon,UPDATE,NO
column,public,leaderboard_scores_detailed.rating_count,anon,INSERT,NO
column,public,leaderboard_scores_detailed.rating_count,anon,UPDATE,NO
column,public,leaderboard_scores_detailed.species,anon,INSERT,NO
column,public,leaderboard_scores_detailed.species,anon,UPDATE,NO
column,public,leaderboard_scores_detailed.species_slug,anon,INSERT,NO
column,public,leaderboard_scores_detailed.species_slug,anon,UPDATE,NO
column,public,leaderboard_scores_detailed.tags,anon,INSERT,NO
column,public,leaderboard_scores_detailed.tags,anon,UPDATE,NO
column,public,leaderboard_scores_detailed.title,anon,INSERT,NO
column,public,leaderboard_scores_detailed.title,anon,UPDATE,NO
column,public,leaderboard_scores_detailed.total_score,anon,INSERT,NO
column,public,leaderboard_scores_detailed.total_score,anon,UPDATE,NO
column,public,leaderboard_scores_detailed.user_id,anon,INSERT,NO
column,public,leaderboard_scores_detailed.user_id,anon,UPDATE,NO
column,public,leaderboard_scores_detailed.video_url,anon,INSERT,NO
column,public,leaderboard_scores_detailed.video_url,anon,UPDATE,NO
column,public,leaderboard_scores_detailed.water_type_code,anon,INSERT,NO
column,public,leaderboard_scores_detailed.water_type_code,anon,UPDATE,NO
column,public,leaderboard_scores_detailed.weight,anon,INSERT,NO
column,public,leaderboard_scores_detailed.weight,anon,UPDATE,NO
column,public,leaderboard_scores_detailed.weight_unit,anon,INSERT,NO
column,public,leaderboard_scores_detailed.weight_unit,anon,UPDATE,NO
column,public,notifications.actor_id,authenticated,UPDATE,NO
column,public,notifications.catch_id,authenticated,UPDATE,NO
column,public,notifications.comment_id,authenticated,UPDATE,NO
column,public,notifications.created_at,authenticated,UPDATE,NO
column,public,notifications.deleted_at,authenticated,UPDATE,NO
column,public,notifications.extra_data,authenticated,UPDATE,NO
column,public,notifications.id,authenticated,UPDATE,NO
column,public,notifications.is_read,authenticated,UPDATE,NO
column,public,notifications.message,authenticated,UPDATE,NO
column,public,notifications.read_at,authenticated,UPDATE,NO
column,public,notifications.type,authenticated,UPDATE,NO
column,public,notifications.user_id,authenticated,UPDATE,NO
column,public,profile_blocks.blocked_id,anon,INSERT,NO
column,public,profile_blocks.blocked_id,anon,UPDATE,NO
column,public,profile_blocks.blocker_id,anon,INSERT,NO
column,public,profile_blocks.blocker_id,anon,UPDATE,NO
column,public,profile_blocks.created_at,anon,INSERT,NO
column,public,profile_blocks.created_at,anon,UPDATE,NO
column,public,profile_blocks.reason,anon,INSERT,NO
column,public,profile_blocks.reason,anon,UPDATE,NO
column,public,profiles.avatar_path,authenticated,INSERT,NO
column,public,profiles.avatar_path,authenticated,UPDATE,NO
column,public,profiles.avatar_url,authenticated,INSERT,NO
column,public,profiles.avatar_url,authenticated,UPDATE,NO
column,public,profiles.bio,authenticated,INSERT,NO
column,public,profiles.bio,authenticated,UPDATE,NO
column,public,profiles.created_at,authenticated,INSERT,NO
column,public,profiles.created_at,authenticated,UPDATE,NO
column,public,profiles.deleted_at,authenticated,INSERT,NO
column,public,profiles.deleted_at,authenticated,UPDATE,NO
column,public,profiles.full_name,authenticated,INSERT,NO
column,public,profiles.full_name,authenticated,UPDATE,NO
column,public,profiles.id,authenticated,INSERT,NO
column,public,profiles.id,authenticated,UPDATE,NO
column,public,profiles.is_deleted,authenticated,INSERT,NO
column,public,profiles.is_deleted,authenticated,UPDATE,NO
column,public,profiles.is_private,authenticated,INSERT,NO
column,public,profiles.is_private,authenticated,UPDATE,NO
column,public,profiles.location,authenticated,INSERT,NO
column,public,profiles.location,authenticated,UPDATE,NO
column,public,profiles.locked_for_deletion,authenticated,INSERT,NO
column,public,profiles.locked_for_deletion,authenticated,UPDATE,NO
column,public,profiles.moderation_status,authenticated,INSERT,NO
column,public,profiles.moderation_status,authenticated,UPDATE,NO
column,public,profiles.status,authenticated,INSERT,NO
column,public,profiles.status,authenticated,UPDATE,NO
column,public,profiles.suspension_until,authenticated,INSERT,NO
column,public,profiles.suspension_until,authenticated,UPDATE,NO
column,public,profiles.updated_at,authenticated,INSERT,NO
column,public,profiles.updated_at,authenticated,UPDATE,NO
column,public,profiles.username,authenticated,INSERT,NO
column,public,profiles.username,authenticated,UPDATE,NO
column,public,profiles.warn_count,authenticated,INSERT,NO
column,public,profiles.warn_count,authenticated,UPDATE,NO
column,public,profiles.website,authenticated,INSERT,NO
column,public,profiles.website,authenticated,UPDATE,NO
column,public,ratings.catch_id,anon,INSERT,NO
column,public,ratings.catch_id,anon,UPDATE,NO
column,public,ratings.catch_id,authenticated,INSERT,NO
column,public,ratings.catch_id,authenticated,UPDATE,NO
column,public,ratings.created_at,anon,INSERT,NO
column,public,ratings.created_at,anon,UPDATE,NO
column,public,ratings.created_at,authenticated,INSERT,NO
column,public,ratings.created_at,authenticated,UPDATE,NO
column,public,ratings.id,anon,INSERT,NO
column,public,ratings.id,anon,UPDATE,NO
column,public,ratings.id,authenticated,INSERT,NO
column,public,ratings.id,authenticated,UPDATE,NO
column,public,ratings.rating,anon,INSERT,NO
column,public,ratings.rating,anon,UPDATE,NO
column,public,ratings.rating,authenticated,INSERT,NO
column,public,ratings.rating,authenticated,UPDATE,NO
column,public,ratings.user_id,anon,INSERT,NO
column,public,ratings.user_id,anon,UPDATE,NO
column,public,ratings.user_id,authenticated,INSERT,NO
column,public,ratings.user_id,authenticated,UPDATE,NO
column,public,reports.created_at,anon,INSERT,NO
column,public,reports.created_at,anon,UPDATE,NO
column,public,reports.created_at,authenticated,INSERT,NO
column,public,reports.created_at,authenticated,UPDATE,NO
column,public,reports.details,anon,INSERT,NO
column,public,reports.details,anon,UPDATE,NO
column,public,reports.details,authenticated,INSERT,NO
column,public,reports.details,authenticated,UPDATE,NO
column,public,reports.id,anon,INSERT,NO
column,public,reports.id,anon,UPDATE,NO
column,public,reports.id,authenticated,INSERT,NO
column,public,reports.id,authenticated,UPDATE,NO
column,public,reports.reason,anon,INSERT,NO
column,public,reports.reason,anon,UPDATE,NO
column,public,reports.reason,authenticated,INSERT,NO
column,public,reports.reason,authenticated,UPDATE,NO
column,public,reports.reporter_id,anon,INSERT,NO
column,public,reports.reporter_id,anon,UPDATE,NO
column,public,reports.reporter_id,authenticated,INSERT,NO
column,public,reports.reporter_id,authenticated,UPDATE,NO
column,public,reports.resolution_notes,anon,INSERT,NO
column,public,reports.resolution_notes,anon,UPDATE,NO
column,public,reports.resolution_notes,authenticated,INSERT,NO
column,public,reports.resolution_notes,authenticated,UPDATE,NO
column,public,reports.reviewed_at,anon,INSERT,NO
column,public,reports.reviewed_at,anon,UPDATE,NO
column,public,reports.reviewed_at,authenticated,INSERT,NO
column,public,reports.reviewed_at,authenticated,UPDATE,NO
column,public,reports.reviewed_by,anon,INSERT,NO
column,public,reports.reviewed_by,anon,UPDATE,NO
column,public,reports.reviewed_by,authenticated,INSERT,NO
column,public,reports.reviewed_by,authenticated,UPDATE,NO
column,public,reports.status,anon,INSERT,NO
column,public,reports.status,anon,UPDATE,NO
column,public,reports.status,authenticated,INSERT,NO
column,public,reports.status,authenticated,UPDATE,NO
column,public,reports.target_id,anon,INSERT,NO
column,public,reports.target_id,anon,UPDATE,NO
column,public,reports.target_id,authenticated,INSERT,NO
column,public,reports.target_id,authenticated,UPDATE,NO
column,public,reports.target_type,anon,INSERT,NO
column,public,reports.target_type,anon,UPDATE,NO
column,public,reports.target_type,authenticated,INSERT,NO
column,public,reports.target_type,authenticated,UPDATE,NO
column,public,sessions.created_at,authenticated,INSERT,NO
column,public,sessions.created_at,authenticated,UPDATE,NO
column,public,sessions.date,authenticated,INSERT,NO
column,public,sessions.date,authenticated,UPDATE,NO
column,public,sessions.deleted_at,authenticated,INSERT,NO
column,public,sessions.deleted_at,authenticated,UPDATE,NO
column,public,sessions.id,authenticated,INSERT,NO
column,public,sessions.id,authenticated,UPDATE,NO
column,public,sessions.notes,authenticated,INSERT,NO
column,public,sessions.notes,authenticated,UPDATE,NO
column,public,sessions.title,authenticated,INSERT,NO
column,public,sessions.title,authenticated,UPDATE,NO
column,public,sessions.updated_at,authenticated,INSERT,NO
column,public,sessions.updated_at,authenticated,UPDATE,NO
column,public,sessions.user_id,authenticated,INSERT,NO
column,public,sessions.user_id,authenticated,UPDATE,NO
column,public,sessions.venue,authenticated,INSERT,NO
column,public,sessions.venue,authenticated,UPDATE,NO
column,public,sessions.venue_name_manual,authenticated,INSERT,NO
column,public,sessions.venue_name_manual,authenticated,UPDATE,NO
column,public,tags.category,anon,INSERT,NO
column,public,tags.category,anon,UPDATE,NO
column,public,tags.created_at,anon,INSERT,NO
column,public,tags.created_at,anon,UPDATE,NO
column,public,tags.label,anon,INSERT,NO
column,public,tags.label,anon,UPDATE,NO
column,public,tags.method_group,anon,INSERT,NO
column,public,tags.method_group,anon,UPDATE,NO
column,public,tags.slug,anon,INSERT,NO
column,public,tags.slug,anon,UPDATE,NO
column,public,venue_events.booking_url,anon,INSERT,NO
column,public,venue_events.booking_url,anon,UPDATE,NO
column,public,venue_events.booking_url,authenticated,INSERT,NO
column,public,venue_events.booking_url,authenticated,UPDATE,NO
column,public,venue_events.created_at,anon,INSERT,NO
column,public,venue_events.created_at,anon,UPDATE,NO
column,public,venue_events.created_at,authenticated,INSERT,NO
column,public,venue_events.created_at,authenticated,UPDATE,NO
column,public,venue_events.description,anon,INSERT,NO
column,public,venue_events.description,anon,UPDATE,NO
column,public,venue_events.description,authenticated,INSERT,NO
column,public,venue_events.description,authenticated,UPDATE,NO
column,public,venue_events.ends_at,anon,INSERT,NO
column,public,venue_events.ends_at,anon,UPDATE,NO
column,public,venue_events.ends_at,authenticated,INSERT,NO
column,public,venue_events.ends_at,authenticated,UPDATE,NO
column,public,venue_events.event_type,anon,INSERT,NO
column,public,venue_events.event_type,anon,UPDATE,NO
column,public,venue_events.event_type,authenticated,INSERT,NO
column,public,venue_events.event_type,authenticated,UPDATE,NO
column,public,venue_events.id,anon,INSERT,NO
column,public,venue_events.id,anon,UPDATE,NO
column,public,venue_events.id,authenticated,INSERT,NO
column,public,venue_events.id,authenticated,UPDATE,NO
column,public,venue_events.is_published,anon,INSERT,NO
column,public,venue_events.is_published,anon,UPDATE,NO
column,public,venue_events.is_published,authenticated,INSERT,NO
column,public,venue_events.is_published,authenticated,UPDATE,NO
column,public,venue_events.starts_at,anon,INSERT,NO
column,public,venue_events.starts_at,anon,UPDATE,NO
column,public,venue_events.starts_at,authenticated,INSERT,NO
column,public,venue_events.starts_at,authenticated,UPDATE,NO
column,public,venue_events.ticket_info,anon,INSERT,NO
column,public,venue_events.ticket_info,anon,UPDATE,NO
column,public,venue_events.ticket_info,authenticated,INSERT,NO
column,public,venue_events.ticket_info,authenticated,UPDATE,NO
column,public,venue_events.title,anon,INSERT,NO
column,public,venue_events.title,anon,UPDATE,NO
column,public,venue_events.title,authenticated,INSERT,NO
column,public,venue_events.title,authenticated,UPDATE,NO
column,public,venue_events.updated_at,anon,INSERT,NO
column,public,venue_events.updated_at,anon,UPDATE,NO
column,public,venue_events.updated_at,authenticated,INSERT,NO
column,public,venue_events.updated_at,authenticated,UPDATE,NO
column,public,venue_events.venue_id,anon,INSERT,NO
column,public,venue_events.venue_id,anon,UPDATE,NO
column,public,venue_events.venue_id,authenticated,INSERT,NO
column,public,venue_events.venue_id,authenticated,UPDATE,NO
column,public,venue_events.website_url,anon,INSERT,NO
column,public,venue_events.website_url,anon,UPDATE,NO
column,public,venue_events.website_url,authenticated,INSERT,NO
column,public,venue_events.website_url,authenticated,UPDATE,NO
column,public,venue_opening_hours.closes_at,anon,INSERT,NO
column,public,venue_opening_hours.closes_at,anon,UPDATE,NO
column,public,venue_opening_hours.created_at,anon,INSERT,NO
column,public,venue_opening_hours.created_at,anon,UPDATE,NO
column,public,venue_opening_hours.day_of_week,anon,INSERT,NO
column,public,venue_opening_hours.day_of_week,anon,UPDATE,NO
column,public,venue_opening_hours.id,anon,INSERT,NO
column,public,venue_opening_hours.id,anon,UPDATE,NO
column,public,venue_opening_hours.is_closed,anon,INSERT,NO
column,public,venue_opening_hours.is_closed,anon,UPDATE,NO
column,public,venue_opening_hours.label,anon,INSERT,NO
column,public,venue_opening_hours.label,anon,UPDATE,NO
column,public,venue_opening_hours.opens_at,anon,INSERT,NO
column,public,venue_opening_hours.opens_at,anon,UPDATE,NO
column,public,venue_opening_hours.order_index,anon,INSERT,NO
column,public,venue_opening_hours.order_index,anon,UPDATE,NO
column,public,venue_opening_hours.updated_at,anon,INSERT,NO
column,public,venue_opening_hours.updated_at,anon,UPDATE,NO
column,public,venue_opening_hours.venue_id,anon,INSERT,NO
column,public,venue_opening_hours.venue_id,anon,UPDATE,NO
column,public,venue_owners.created_at,anon,INSERT,NO
column,public,venue_owners.created_at,anon,UPDATE,NO
column,public,venue_owners.role,anon,INSERT,NO
column,public,venue_owners.role,anon,UPDATE,NO
column,public,venue_owners.user_id,anon,INSERT,NO
column,public,venue_owners.user_id,anon,UPDATE,NO
column,public,venue_owners.venue_id,anon,INSERT,NO
column,public,venue_owners.venue_id,anon,UPDATE,NO
column,public,venue_photos.caption,anon,INSERT,NO
column,public,venue_photos.caption,anon,UPDATE,NO
column,public,venue_photos.caption,authenticated,INSERT,NO
column,public,venue_photos.caption,authenticated,UPDATE,NO
column,public,venue_photos.created_at,anon,INSERT,NO
column,public,venue_photos.created_at,anon,UPDATE,NO
column,public,venue_photos.created_at,authenticated,INSERT,NO
column,public,venue_photos.created_at,authenticated,UPDATE,NO
column,public,venue_photos.created_by,anon,INSERT,NO
column,public,venue_photos.created_by,anon,UPDATE,NO
column,public,venue_photos.created_by,authenticated,INSERT,NO
column,public,venue_photos.created_by,authenticated,UPDATE,NO
column,public,venue_photos.id,anon,INSERT,NO
column,public,venue_photos.id,anon,UPDATE,NO
column,public,venue_photos.id,authenticated,INSERT,NO
column,public,venue_photos.id,authenticated,UPDATE,NO
column,public,venue_photos.image_path,anon,INSERT,NO
column,public,venue_photos.image_path,anon,UPDATE,NO
column,public,venue_photos.image_path,authenticated,INSERT,NO
column,public,venue_photos.image_path,authenticated,UPDATE,NO
column,public,venue_photos.is_primary,anon,INSERT,NO
column,public,venue_photos.is_primary,anon,UPDATE,NO
column,public,venue_photos.is_primary,authenticated,INSERT,NO
column,public,venue_photos.is_primary,authenticated,UPDATE,NO
column,public,venue_photos.venue_id,anon,INSERT,NO
column,public,venue_photos.venue_id,anon,UPDATE,NO
column,public,venue_photos.venue_id,authenticated,INSERT,NO
column,public,venue_photos.venue_id,authenticated,UPDATE,NO
column,public,venue_pricing_tiers.audience,anon,INSERT,NO
column,public,venue_pricing_tiers.audience,anon,UPDATE,NO
column,public,venue_pricing_tiers.created_at,anon,INSERT,NO
column,public,venue_pricing_tiers.created_at,anon,UPDATE,NO
column,public,venue_pricing_tiers.id,anon,INSERT,NO
column,public,venue_pricing_tiers.id,anon,UPDATE,NO
column,public,venue_pricing_tiers.label,anon,INSERT,NO
column,public,venue_pricing_tiers.label,anon,UPDATE,NO
column,public,venue_pricing_tiers.order_index,anon,INSERT,NO
column,public,venue_pricing_tiers.order_index,anon,UPDATE,NO
column,public,venue_pricing_tiers.price,anon,INSERT,NO
column,public,venue_pricing_tiers.price,anon,UPDATE,NO
column,public,venue_pricing_tiers.unit,anon,INSERT,NO
column,public,venue_pricing_tiers.unit,anon,UPDATE,NO
column,public,venue_pricing_tiers.updated_at,anon,INSERT,NO
column,public,venue_pricing_tiers.updated_at,anon,UPDATE,NO
column,public,venue_pricing_tiers.venue_id,anon,INSERT,NO
column,public,venue_pricing_tiers.venue_id,anon,UPDATE,NO
column,public,venue_ratings.created_at,anon,INSERT,NO
column,public,venue_ratings.created_at,anon,UPDATE,NO
column,public,venue_ratings.created_at,authenticated,INSERT,NO
column,public,venue_ratings.created_at,authenticated,UPDATE,NO
column,public,venue_ratings.id,anon,INSERT,NO
column,public,venue_ratings.id,anon,UPDATE,NO
column,public,venue_ratings.id,authenticated,INSERT,NO
column,public,venue_ratings.id,authenticated,UPDATE,NO
column,public,venue_ratings.rating,anon,INSERT,NO
column,public,venue_ratings.rating,anon,UPDATE,NO
column,public,venue_ratings.rating,authenticated,INSERT,NO
column,public,venue_ratings.rating,authenticated,UPDATE,NO
column,public,venue_ratings.updated_at,anon,INSERT,NO
column,public,venue_ratings.updated_at,anon,UPDATE,NO
column,public,venue_ratings.updated_at,authenticated,INSERT,NO
column,public,venue_ratings.updated_at,authenticated,UPDATE,NO
column,public,venue_ratings.user_id,anon,INSERT,NO
column,public,venue_ratings.user_id,anon,UPDATE,NO
column,public,venue_ratings.user_id,authenticated,INSERT,NO
column,public,venue_ratings.user_id,authenticated,UPDATE,NO
column,public,venue_ratings.venue_id,anon,INSERT,NO
column,public,venue_ratings.venue_id,anon,UPDATE,NO
column,public,venue_ratings.venue_id,authenticated,INSERT,NO
column,public,venue_ratings.venue_id,authenticated,UPDATE,NO
column,public,venue_rules.created_at,anon,INSERT,NO
column,public,venue_rules.created_at,anon,UPDATE,NO
column,public,venue_rules.rules_text,anon,INSERT,NO
column,public,venue_rules.rules_text,anon,UPDATE,NO
column,public,venue_rules.updated_at,anon,INSERT,NO
column,public,venue_rules.updated_at,anon,UPDATE,NO
column,public,venue_rules.venue_id,anon,INSERT,NO
column,public,venue_rules.venue_id,anon,UPDATE,NO
column,public,venue_species_stock.avg_weight,anon,INSERT,NO
column,public,venue_species_stock.avg_weight,anon,UPDATE,NO
column,public,venue_species_stock.created_at,anon,INSERT,NO
column,public,venue_species_stock.created_at,anon,UPDATE,NO
column,public,venue_species_stock.id,anon,INSERT,NO
column,public,venue_species_stock.id,anon,UPDATE,NO
column,public,venue_species_stock.record_unit,anon,INSERT,NO
column,public,venue_species_stock.record_unit,anon,UPDATE,NO
column,public,venue_species_stock.record_weight,anon,INSERT,NO
column,public,venue_species_stock.record_weight,anon,UPDATE,NO
column,public,venue_species_stock.size_range_max,anon,INSERT,NO
column,public,venue_species_stock.size_range_max,anon,UPDATE,NO
column,public,venue_species_stock.size_range_min,anon,INSERT,NO
column,public,venue_species_stock.size_range_min,anon,UPDATE,NO
column,public,venue_species_stock.species_name,anon,INSERT,NO
column,public,venue_species_stock.species_name,anon,UPDATE,NO
column,public,venue_species_stock.stock_density,anon,INSERT,NO
column,public,venue_species_stock.stock_density,anon,UPDATE,NO
column,public,venue_species_stock.stock_notes,anon,INSERT,NO
column,public,venue_species_stock.stock_notes,anon,UPDATE,NO
column,public,venue_species_stock.updated_at,anon,INSERT,NO
column,public,venue_species_stock.updated_at,anon,UPDATE,NO
column,public,venue_species_stock.venue_id,anon,INSERT,NO
